u,v,length
103129337,299182057,72.358
103129337,103296630,80.535
103130773,103185965,370.83
103130773,103254495,36.95
103130773,103260362,107.87
103130846,103130848,235.426
103130846,103187261,107.753
103130846,440205986,64.663
103130848,103187263,105.862
103130848,103130851,141.192
103130848,103130846,235.426
103130848,103247067,114.358
103130851,103130848,141.192
103130856,103130858,110.51
103130858,103130861,256.962
103130858,103130856,110.51
103130858,103198690,75.922
103130858,440215024,283.064
103130861,103130858,256.962
103130861,103213811,57.881
103130861,103213809,41.449
103130962,1556174012,33.593
103130962,103119568,207.44
103130962,103137132,174.282
103130990,103213793,62.183
103130990,103131010,302.341
103130990,103213791,173.756
103131010,103131024,123.869
103131010,103130990,302.341
103131010,103236435,78.21
103131024,103131034,70.686
103131024,103131010,123.869
103131024,103236435,136.159
103131034,103153318,77.642
103131034,103131024,70.686
103131034,103194601,80.461
103131327,5449447079,25.229
103131327,103131330,116.111
103131327,103137193,34.725
103131330,103131327,116.111
103131998,5290951504,50.078
103131998,103285693,124.607
103132693,103132694,56.256
103132693,103255389,28.101
103132694,7627332503,33.503
103132694,103159358,118.973
103132808,103174618,188.488
103132808,103132809,75.793
103132808,530475662,33.646
103132809,103174616,177.083
103132809,103132810,78.361
103132809,103132808,75.793
103132810,103132809,78.361
103132810,103212123,81.034
103132810,103132812,166.309
103132812,103157399,73.911
103132812,103208518,74.348
103132812,76465370,168.118
103132816,103132818,73.711
103132816,103096338,226.269
103132818,5290951504,180.174
103132818,103132820,247.454
103132820,103276285,77.523
103132820,103245991,61.995
103132892,103132898,110.492
103132892,103258427,108.835
103132898,103132900,120.048
103132898,103136332,71.274
103132898,103132892,110.492
103132900,103132898,120.048
103132900,103280814,69.919
103132900,103136334,54.595
103132964,530475662,24.399
103132964,7921614880,15.684
103132964,60811745,73.281
103132964,103124648,45.351
103132980,103132982,30.126
103132980,7921614880,70.582
103132982,103132980,30.126
103132982,103251843,220.419
103132982,103132984,146.872
103132984,103107666,290.291
103132984,103132982,146.872
103132984,103132986,81.734
103132986,298940685,388.207
103132986,103132984,81.734
103132986,103132990,70.056
103132990,103146585,96.902
103132990,103132986,70.056
103132990,103132995,5.601
103132995,103132997,72.685
103132995,103220030,405.695
103132995,103132990,5.601
103132997,103253557,75.459
103132997,103233872,83.777
103132997,103278389,137.186
103132997,103132995,72.685
103133185,103133187,81.153
103133187,103162783,47.871
103133187,5342516873,33.541
103133187,103118057,77.205
103133187,103133185,81.153
103133191,103133194,46.654
103133191,103162260,81.531
103133191,103162259,42.895
103133191,103196362,205.696
103133194,103133191,46.654
103133261,103133265,233.618
103133261,103280820,32.952
103133261,103223839,82.216
103133265,103133261,233.618
103133334,103166976,147.623
103133334,103118176,121.222
103133482,103133483,142.245
103133482,103243257,64.668
103133483,103133484,13.358
103133483,103133482,142.245
103133483,103295874,71.904
103133484,103133485,87.001
103133484,103133483,13.358
103133484,103208558,111.336
103133485,103133484,87.001
103133485,103157080,72.753
103133485,103157078,197.867
103133532,103133534,152.333
103133532,103139541,77.956
103133532,103139532,77.442
103133534,103133532,152.333
103133534,103167896,77.778
103133534,103133538,36.296
103133538,103133540,52.818
103133538,103133534,36.296
103133538,103157658,77.341
103133540,103133538,52.818
103133540,103133543,48.68
103133540,103208108,246.088
103133543,103133540,48.68
103133727,103124455,27.776
103133727,103112770,77.713
103133727,103112577,205.531
103133837,103133840,142.972
103133837,5341017960,61.001
103133837,103147927,107.227
103133840,103133837,142.972
103133867,103133869,58.722
103133869,103174479,75.293
103133869,103133877,232.428
103133869,103133867,58.722
103133877,103119437,98.775
103133877,103174446,71.163
103133877,103133869,232.428
103133877,103226719,85.792
103133880,103119437,75.038
103133880,103238513,118.44
103133880,103133885,121.171
103133885,103142421,82.178
103133885,103133890,146.743
103133885,103133880,121.171
103133885,103142417,100.643
103133890,103231784,78.089
103133890,103133893,174.067
103133890,103133885,146.743
103133890,103231788,82.666
103133893,103133890,174.067
103133893,103137597,83.515
103133893,103137596,80.77
103133899,103194942,100.294
103133900,103133899,76.227
103133900,440208163,207.858
103133902,103133900,77.867
103133902,103239538,195.704
103133904,103133902,78.022
103133904,103233843,89.992
103133910,103205336,93.427
103133910,103133904,76.17
103133912,103133910,127.057
103133912,103320371,28.959
103133912,103201212,59.959
103133912,103201209,48.173
103134224,103134225,18.982
103134224,5449302910,196.743
103134224,103291071,168.012
103134225,103134227,76.088
103134225,103134224,18.982
103134225,103162606,75.837
103134227,103134225,76.088
103134227,103134229,73.161
103134227,103151187,136.536
103134229,103191796,135.147
103134229,103134227,73.161
103134229,103134231,80.407
103134231,103154290,139.831
103134231,103235788,74.104
103134231,103134229,80.407
103134251,103161333,289.124
103134251,103224133,91.773
103134251,528864319,145.58
103134310,103171640,83.064
103134310,103205281,567.529
103134310,530806380,166.634
103134310,765596287,80.793
103134439,4207692889,18.685
103134439,103187439,220.157
103134448,103174058,237.73
103134448,103134457,318.55
103134448,9239580232,163.512
103134457,103161326,174.237
103134457,103242073,201.501
103134457,103134448,318.55
103134511,103134513,147.445
103134511,103247757,74.143
103134511,103247755,76.729
103134513,103134511,147.445
103134513,103146436,36.816
103134513,103275216,74.947
103134531,103234491,76.228
103134531,103227702,87.237
103134531,299171744,166.995
103134575,103134579,37.407
103134575,103190909,102.535
103134575,766720050,112.306
103134579,103134583,24.493
103134579,103134575,37.407
103134579,103225168,114.309
103134583,103134579,24.493
103134583,103268226,129.572
103134583,5726967413,96.958
103134591,5726967413,35.495
103134625,530805618,13.276
103134625,103179311,81.065
103134625,103190901,178.472
103135097,103135098,72.72
103135097,103150113,65.348
103135097,103182850,66.371
103135098,103135097,72.72
103135098,103135101,153.97
103135098,103147967,68.001
103135098,103147962,140.697
103135101,103150174,92.136
103135101,103196361,144.889
103135101,103135098,153.97
103135101,103185074,170.888
103135123,103126797,76.08
103135123,103126797,431.992
103135123,103232473,82.667
103135400,752618018,122.567
103135400,5106288680,82.446
103135400,103137207,70.486
103135525,103174102,259.754
103135525,103198927,276.014
103135528,103135525,123.043
103135528,103196582,80.907
103135528,103277586,220.322
103135867,103185275,59.014
103135867,103182433,176.668
103135867,103135869,97.641
103135867,103239560,232.013
103135867,103204750,78.225
103135869,103227702,7.769
103135869,103245158,69.82
103135869,103135867,97.641
103135877,103135879,41.861
103135877,103227261,72.585
103135877,7434430735,72.401
103135879,103135877,41.861
103135898,103262302,77.469
103135898,103135900,212.555
103135898,103135952,215.433
103135898,103264936,171.591
103135900,103110710,127.443
103135900,103135898,212.555
103135900,103224127,77.966
103135900,103224125,173.456
103135919,103135921,87.093
103135919,103110710,116.107
103135919,103093277,181.509
103135921,103135919,87.093
103135921,103110721,296.6
103135921,103093265,281.064
103135952,103135898,215.433
103135952,103264933,154.566
103135952,103262295,77.397
103136332,103136334,125.903
103136332,103132898,71.274
103136332,103247762,75.921
103136334,103136332,125.903
103136334,103132900,54.595
103136334,103252563,75.86
103136353,752618668,153.888
103136353,103864484,190.407
103136353,5342516910,116.957
103137010,103884239,206.621
103137010,308698267,159.966
103137010,103861721,262.622
103137025,4215808362,19.062
103137025,1256269852,32.635
103137025,5342516896,53.734
103137031,1256269850,389.856
103137031,103137037,196.387
103137037,103179723,66.065
103137037,103137045,144.665
103137037,4215808373,231.105
103137037,3642839376,98.248
103137045,1751405011,499.184
103137045,103137037,144.665
103137045,5482328547,49.71
103137081,103115567,108.393
103137081,752618871,328.478
103137081,103137087,222.735
103137087,103115574,159.137
103137087,103137103,271.909
103137087,103137081,222.735
103137103,3625859823,82.046
103137103,103137087,271.909
103137103,3441639770,132.188
103137132,103238136,55.867
103137132,5362481481,97.367
103137132,103137133,132.891
103137132,103130962,174.282
103137133,1752676657,106.763
103137133,103116810,165.759
103137133,103137132,132.891
103137133,5362479189,139.175
103137166,103153927,62.324
103137166,3588356660,94.89
103137166,103113253,205.533
103137179,3629342183,14.519
103137179,103115561,115.172
103137179,3882414958,70.822
103137183,5362444823,96.723
103137183,3629342183,68.386
103137183,103115562,103.996
103137193,103250704,115.245
103137193,103137196,44.143
103137193,103131327,34.725
103137196,5449445119,138.546
103137196,3882426682,39.512
103137196,103137193,44.143
103137205,103115637,60.887
103137205,103137207,64.641
103137205,3882426683,69.948
103137207,5449442083,83.552
103137207,103135400,70.486
103137207,103137205,64.641
103137458,103093403,67.262
103137589,103137591,84.186
103137589,440215454,197.842
103137589,103277688,89.492
103137589,103118176,246.675
103137591,103137592,44.474
103137591,103137589,84.186
103137592,103137594,79.958
103137592,103137591,44.474
103137592,440215452,195.523
103137594,103137595,109.003
103137594,103137592,79.958
103137594,103226729,93.109
103137594,440215451,195.683
103137595,103137594,109.003
103137595,103137596,100.215
103137595,440215456,195.746
103137595,103154265,153.149
103137596,103133893,80.77
103137596,103137595,100.215
103137596,103231784,175.023
103137596,440215440,193.104
103137597,103133893,83.515
103138154,6441558359,172.32
103138154,103224140,49.349
103138154,103224138,104.42
103138377,103138404,268.032
103138377,103200507,194.213
103138404,103138377,268.032
103138404,103214278,214.584
103138404,103267384,204.427
103138630,103138633,57.266
103138633,103138630,57.266
103138633,103204006,72.1
103138633,103224743,70.496
103138711,103191323,96.498
103138711,103138712,199.374
103138711,103224100,95.634
103138712,103138713,176.476
103138712,103138711,199.374
103138712,103166971,92.593
103138713,103138712,176.476
103138713,103296620,19.881
103138713,103191327,91.212
103139525,103139527,80.151
103139525,103224022,117.972
103139525,103168154,79.042
103139527,103139525,80.151
103139527,103242937,83.765
103139527,103139532,132.699
103139532,103157658,171.927
103139532,103133532,77.442
103139532,103139527,132.699
103139541,103143494,78.455
103139541,103139545,52.883
103139541,103133532,77.956
103139545,103139550,82.276
103139545,103139541,52.883
103139545,103165289,155.14
103139550,103139552,22.506
103139550,6065489322,105.78
103139550,103139545,82.276
103139552,103139550,22.506
103139552,103143497,75.681
103139552,103139559,70.298
103139559,103139565,86.823
103139559,103139552,70.298
103139559,103196741,212.276
103139565,103139566,112.702
103139565,103139559,86.823
103139565,103169645,234.829
103139566,103139570,140.992
103139566,103139565,112.702
103139566,103202125,235.505
103139570,103209164,45.638
103139570,103273269,80.934
103139570,103139566,140.992
103139570,103272857,234.995
103139580,103139586,361.005
103139580,103273269,77.746
103139580,103152185,62.266
103139580,103215447,86.072
103139586,103208129,184.31
103139586,103139591,152.051
103139586,103139580,361.005
103139586,103224179,229.789
103139591,103156984,182.234
103139591,5966100685,62.395
103139591,103139594,76.505
103139591,103139586,152.051
103139594,103208134,181.185
103139594,103139596,75.376
103139594,103139591,76.505
103139594,103224180,236.299
103139596,103208136,182.482
103139596,103139598,75.433
103139596,103139594,75.376
103139596,103162503,286.113
103139598,103162507,265.337
103139598,103139596,75.433
103139598,103179317,75.99
103139598,103208138,184.027
103139830,103139831,23.06
103139830,103139830,81.516
103139831,103187084,36.449
103139831,103139830,23.06
103139831,103199477,52.966
103140209,103140210,115.363
103140209,103203993,56.519
103140209,103232680,16.002
103140210,103140209,115.363
103140289,103187020,117.653
103140893,103276287,69.592
103140893,103276285,108.451
103140893,5290951504,244.302
103141031,103132816,154.638
103141031,8901247880,191.216
103141304,103141306,221.451
103141304,103141333,202.32
103141304,103282424,96.2
103141304,103256836,118.186
103141306,103141308,130.039
103141306,103141304,221.451
103141306,103214180,108.465
103141308,103141306,130.039
103141315,103141316,84.611
103141315,103143501,78.769
103141315,103198212,149.015
103141316,103141318,79.203
103141316,103141315,84.611
103141316,103244876,149.272
103141318,103143503,78.425
103141318,103141316,79.203
103141318,103245609,161.076
103141333,103287708,92.881
103141333,103304152,129.661
103141333,103141304,202.32
103142101,103142103,85.167
103142103,103142106,33.91
103142103,103142101,85.167
103142103,103286728,80.935
103142106,103142103,33.91
103142106,103142117,97.874
103142106,103286724,103.653
103142117,103142106,97.874
103142117,103147868,89.121
103142117,103147843,129.859
103142132,103142146,64.827
103142132,103211948,86.787
103142132,103173211,151.4
103142132,103232644,186.188
103142146,103142132,64.827
103142146,912452519,146.621
103142146,103147906,93.042
103142148,103232644,35.501
103142148,103142146,121.986
103142148,103858388,341.299
103142182,103142185,137.859
103142182,103233872,73.782
103142182,103301348,74.124
